,name,category,latitude,longitude,rating,reviews,photo,street_view
434,Open Night Market,Night market,-8.6732878,115.16468300000001,4.5,273.0,https://lh5.googleusercontent.com/p/AF1QipOoPivlLtw5w4VeOsKTvq_9OFmVjyj25CZep8x5=w800-h500-k-no,https://lh5.googleusercontent.com/p/AF1QipOoPivlLtw5w4VeOsKTvq_9OFmVjyj25CZep8x5=w1600-h1000-k-no
435,Kreneng Kuliner Malam (Pasar Asoka),Market,-8.6557136,115.2238945,4.5,133.0,https://lh5.googleusercontent.com/p/AF1QipMXgDtQ8D8LOS8w-LnoOjMhZh_fnAmLWg5Drv08=w800-h500-k-no,https://lh5.googleusercontent.com/p/AF1QipMXgDtQ8D8LOS8w-LnoOjMhZh_fnAmLWg5Drv08=w1600-h1000-k-no
436,Night Markets Northern End,Shopping mall,-8.6852598,115.26087859999998,4.2,6.0,https://lh5.googleusercontent.com/p/AF1QipN7Y9h94lkqdn694pJEG3j88CaPhmeyl6xkPotZ=w800-h500-k-no,https://lh5.googleusercontent.com/p/AF1QipN7Y9h94lkqdn694pJEG3j88CaPhmeyl6xkPotZ=w1600-h1000-k-no
437,Marigold Night Market,Shopping mall,-8.6555765,115.22558090000001,,,https://lh5.googleusercontent.com/p/AF1QipMemUj5eoiie_S4E8Vq0Yves0d9sHBcEa0Qj4Wz=w800-h500-k-no,https://lh5.googleusercontent.com/p/AF1QipMemUj5eoiie_S4E8Vq0Yves0d9sHBcEa0Qj4Wz=w1600-h1000-k-no
438,Sanur Market,Market,-8.6880121,115.2629747,3.5,8.0,https://lh5.googleusercontent.com/p/AF1QipNL_icFU7mwZHUJddXhaD-a3VsTQRVcRDDWkzcT=w800-h500-k-no,https://lh5.googleusercontent.com/p/AF1QipNL_icFU7mwZHUJddXhaD-a3VsTQRVcRDDWkzcT=w1600-h1000-k-no
439,Pasar Anyar Gelogor Carik,Night market,-8.7159751,115.18719329999999,4.6,535.0,https://lh5.googleusercontent.com/p/AF1QipNVFGNQ4JagsEJOCTHdJ4rC9O2bYyaGAFZyZBje=w800-h500-k-no,https://lh5.googleusercontent.com/p/AF1QipNVFGNQ4JagsEJOCTHdJ4rC9O2bYyaGAFZyZBje=w1600-h1000-k-no
440,De Gunung Sengoll Sedap Malam,Market,-8.6545725,115.2485003,4.6,16.0,https://lh5.googleusercontent.com/p/AF1QipOYobqPXqkihhVreKIi6Fv_Rk90WOZ_8_IjjOEx=w800-h500-k-no,https://lh5.googleusercontent.com/p/AF1QipOYobqPXqkihhVreKIi6Fv_Rk90WOZ_8_IjjOEx=w1600-h1000-k-no
441,Pasar Senggol Kodam,Fresh food market,-8.710711300000002,115.19998100000001,4.5,159.0,https://lh5.googleusercontent.com/p/AF1QipOx36sjzVdTam_d6dUufP19VrS_dnjHAcBINxuL=w800-h500-k-no,https://lh5.googleusercontent.com/p/AF1QipOx36sjzVdTam_d6dUufP19VrS_dnjHAcBINxuL=w1600-h1000-k-no
442,Senggol Nakula seminyak,Market,-8.6983671,115.1739044,4.4,106.0,https://lh5.googleusercontent.com/p/AF1QipPSLJ_NrFWnAiICBJrsx_gj4tVFL2oQdA6QVsVV=w800-h500-k-no,https://lh5.googleusercontent.com/p/AF1QipPSLJ_NrFWnAiICBJrsx_gj4tVFL2oQdA6QVsVV=w1600-h1000-k-no
443,Pidada Traditional Market Ubung,Market,-8.6354901,115.20174990000001,4.2,564.0,https://lh5.googleusercontent.com/p/AF1QipPaufaMx7ct4x5EygFJfHZbsbaeUNKx66ta5eCu=w800-h500-k-no,https://lh5.googleusercontent.com/p/AF1QipPaufaMx7ct4x5EygFJfHZbsbaeUNKx66ta5eCu=w1600-h1000-k-no
444,Kuta Market,Market,-8.720935800000001,115.1752243,4.3,273.0,https://lh5.googleusercontent.com/p/AF1QipN70ftV9IGrcrCDe2ebhXvVoDTo3RIrdd688PsU=w800-h500-k-no,https://lh5.googleusercontent.com/p/AF1QipN70ftV9IGrcrCDe2ebhXvVoDTo3RIrdd688PsU=w1600-h1000-k-no
445,Kutabex Market,Market,-8.72012,115.169525,3.8,25.0,https://lh5.googleusercontent.com/p/AF1QipPj1IGY7fLBthbLNRvtuhaJaQMFZaHOV2vTBUIF=w800-h500-k-no,https://lh5.googleusercontent.com/p/AF1QipPj1IGY7fLBthbLNRvtuhaJaQMFZaHOV2vTBUIF=w1600-h1000-k-no
446,Warung Strawberry Night Market Kuta,Restaurant,-8.72488,115.1783,4.4,14.0,https://lh5.googleusercontent.com/p/AF1QipMfbpd-v77aMbJt2VPIB3wg6biQRY-TjCTIUMCH=w800-h500-k-no,https://lh5.googleusercontent.com/p/AF1QipMfbpd-v77aMbJt2VPIB3wg6biQRY-TjCTIUMCH=w1600-h1000-k-no
447,Angkringan The Night market,Coffee shop,-8.7212595,115.17964040000001,5.0,6.0,https://lh5.googleusercontent.com/p/AF1QipPgtwMRoVuBspl77qxRqZZLD2WRgjiQTP9Tk8mO=w800-h500-k-no,https://lh5.googleusercontent.com/p/AF1QipPgtwMRoVuBspl77qxRqZZLD2WRgjiQTP9Tk8mO=w1600-h1000-k-no
448,Pasar Seni Kuta,Market,-8.7086987,115.16887129999999,4.4,926.0,https://lh5.googleusercontent.com/p/AF1QipPDlUhqgKVoLC45rQD6aMdPgibUfSM44JqY6cXp=w800-h500-k-no,https://lh5.googleusercontent.com/p/AF1QipPDlUhqgKVoLC45rQD6aMdPgibUfSM44JqY6cXp=w1600-h1000-k-no
449,Tiara Dewata Supermarket,Supermarket,-8.6621445,115.2172413,4.4,9166.0,https://lh5.googleusercontent.com/p/AF1QipM3iJmifENW8-hvfbPAeageOyS1wwgQX9ckSP2o=w800-h500-k-no,https://lh5.googleusercontent.com/p/AF1QipM3iJmifENW8-hvfbPAeageOyS1wwgQX9ckSP2o=w1600-h1000-k-no
450,Pasar Intaran,Vegetable wholesale market,-8.6846722,115.25043889999999,4.4,323.0,https://lh5.googleusercontent.com/p/AF1QipN1u-sII_G2v_i7ReexXO6ehyImYt5_x5ehbEwh=w800-h500-k-no,https://lh5.googleusercontent.com/p/AF1QipN1u-sII_G2v_i7ReexXO6ehyImYt5_x5ehbEwh=w1600-h1000-k-no
451,Batan Kendal Market,Market,-8.711111099999998,115.22805559999999,4.3,841.0,https://lh5.googleusercontent.com/p/AF1QipOlt-Ald0mnIHj8tfUm3VwBnl4J586Ks-wdhk7h=w800-h500-k-no,https://lh5.googleusercontent.com/p/AF1QipOlt-Ald0mnIHj8tfUm3VwBnl4J586Ks-wdhk7h=w1600-h1000-k-no
452,Big Garden Corner,Tourist attraction,-8.6567502,115.2533172,4.3,5325.0,https://lh5.googleusercontent.com/p/AF1QipNfCSyC1H-j4ZH2LipJz87TqzLUFjwrwncPtKYW=w800-h500-k-no,https://lh5.googleusercontent.com/p/AF1QipNfCSyC1H-j4ZH2LipJz87TqzLUFjwrwncPtKYW=w1600-h1000-k-no
453,Pasar Pagi Desa Adat Legian,Market,-8.698262099999999,115.17224329999999,4.6,315.0,https://lh5.googleusercontent.com/p/AF1QipNDlI86KoK6tgSzOO0qUkbPwZevimEwsmCQEvoB=w800-h500-k-no,https://lh5.googleusercontent.com/p/AF1QipNDlI86KoK6tgSzOO0qUkbPwZevimEwsmCQEvoB=w1600-h1000-k-no
454,Kumbasari Park,Tourist attraction,-8.6563222,115.21187009999998,4.4,79.0,https://lh5.googleusercontent.com/p/AF1QipP2Bh1HVT8JH6UXfwa9RFTC1hSkBwr_XeAy54Dh=w800-h500-k-no,https://lh5.googleusercontent.com/p/AF1QipP2Bh1HVT8JH6UXfwa9RFTC1hSkBwr_XeAy54Dh=w1600-h1000-k-no
455,Transmart Carrefour,Hypermarket,-8.7129708,115.1868972,4.3,7477.0,https://lh5.googleusercontent.com/p/AF1QipNjGH94wMucnqQ7e2O9sTmRqgOlJkNwEjwoa-S0=w800-h500-k-no,https://lh5.googleusercontent.com/p/AF1QipPgERdZzt-Gy95yli4F_VyVJoCte6LOKyxeHrAN=w1600-h1000-k-no
456,Werdhi Budaya Art Centre,Tourist attraction,-8.6556215,115.23387140000001,4.6,8248.0,https://lh5.googleusercontent.com/p/AF1QipNLTnSIaj-sTjy6DxCBfq8uC5voKfF4smGWRaJS=w800-h500-k-no,https://lh5.googleusercontent.com/p/AF1QipNLTnSIaj-sTjy6DxCBfq8uC5voKfF4smGWRaJS=w1600-h1000-k-no
457,Traditional Market,Supermarket,-8.6722274,115.1652172,4.2,6.0,https://lh5.googleusercontent.com/p/AF1QipONIArKzHPi166IqH9e3hvx4dOCiIpJOI7ZMwHy=w800-h500-k-no,https://lh5.googleusercontent.com/p/AF1QipONIArKzHPi166IqH9e3hvx4dOCiIpJOI7ZMwHy=w1600-h1000-k-no
458,Ambassador Night Market & Roadbar,Bar,-8.707008300000002,115.18349340000002,3.8,42.0,https://lh5.googleusercontent.com/p/AF1QipN4SKGXlkXeJJAteTKWNCPSq6nZADMAm72k5qCs=w800-h500-k-no,https://lh5.googleusercontent.com/p/AF1QipN4SKGXlkXeJJAteTKWNCPSq6nZADMAm72k5qCs=w1600-h1000-k-no
459,Toko Rahayu,Supermarket,-8.7060561,115.23768190000001,4.3,7.0,https://lh5.googleusercontent.com/p/AF1QipP_mPd-j8Lh7ddFtvvNb1qNchLJRUHHqxe570tS=w800-h500-k-no,https://lh5.googleusercontent.com/p/AF1QipP_mPd-j8Lh7ddFtvvNb1qNchLJRUHHqxe570tS=w1600-h1000-k-no
460,Sunday Market,Store,-8.644101699999998,115.13721070000001,4.2,59.0,https://lh5.googleusercontent.com/p/AF1QipN2ztrsypzBLDqN2c2IZn4zWSHb7Wm5sfiec7NB=w800-h500-k-no,https://lh5.googleusercontent.com/p/AF1QipN2ztrsypzBLDqN2c2IZn4zWSHb7Wm5sfiec7NB=w1600-h1000-k-no
461,Pasar Burung Satria (Bird Market),Pet store,-8.6506554,115.2179152,4.3,4172.0,https://lh5.googleusercontent.com/p/AF1QipPV-bSho7yFZEKxJ7UFjImSmVBV5E2BJbhU8AgE=w800-h500-k-no,https://lh5.googleusercontent.com/p/AF1QipPV-bSho7yFZEKxJ7UFjImSmVBV5E2BJbhU8AgE=w1600-h1000-k-no
462,Alfamidi Nusa kambangan,Grocery store,-8.671821699999999,115.2078446,4.2,212.0,https://lh5.googleusercontent.com/p/AF1QipO9bVqsKdkmlQtZtWcGjjlEhvtAAs_ER4hy9PDY=w800-h500-k-no,https://lh5.googleusercontent.com/p/AF1QipO9bVqsKdkmlQtZtWcGjjlEhvtAAs_ER4hy9PDY=w1600-h1000-k-no
463,Freshindo Renon,Convenience store,-8.6671591,115.23842509999999,4.5,760.0,https://lh5.googleusercontent.com/p/AF1QipNlVBGnKraELTWT1SAUHx4Uq2XxL90xl17Wcl5i=w800-h500-k-no,https://lh5.googleusercontent.com/p/AF1QipNlVBGnKraELTWT1SAUHx4Uq2XxL90xl17Wcl5i=w1600-h1000-k-no
464,Ramayana Mal Bali,Department store,-8.6659946,115.2161178,4.1,5898.0,https://lh5.googleusercontent.com/p/AF1QipMDEOdVDYWF7Fw0RmC5EQs_dkHQ9R5Q2iIZIs1W=w800-h500-k-no,https://lh5.googleusercontent.com/p/AF1QipMDEOdVDYWF7Fw0RmC5EQs_dkHQ9R5Q2iIZIs1W=w1600-h1000-k-no
465,Pasar Sengol Amlapura,Night market,-8.448825099999999,115.6148979,4.6,13.0,https://lh5.googleusercontent.com/p/AF1QipP72SIGWodinSg_vrHnjw8mF0SdWnkfhFifBcXx=w800-h500-k-no,https://lh5.googleusercontent.com/p/AF1QipP72SIGWodinSg_vrHnjw8mF0SdWnkfhFifBcXx=w1600-h1000-k-no
466,General market Bebandem,Market,-8.4410395,115.5606804,4.3,304.0,https://lh5.googleusercontent.com/p/AF1QipNNJDvf7tx6Gagl1BLMaPgp2ubAI-ChudG64Hi0=w800-h500-k-no,https://lh5.googleusercontent.com/p/AF1QipNNJDvf7tx6Gagl1BLMaPgp2ubAI-ChudG64Hi0=w1600-h1000-k-no
467,Traditional Market Culik Village,Market,-8.3448656,115.61411240000001,4.3,178.0,https://lh5.googleusercontent.com/p/AF1QipMu36mHfQUUK2EyzWVXJMTw63dfBk90vmzZRsax=w800-h500-k-no,https://lh5.googleusercontent.com/p/AF1QipMu36mHfQUUK2EyzWVXJMTw63dfBk90vmzZRsax=w1600-h1000-k-no
468,Puri Agung Karangasem,Tourist attraction,-8.4436684,115.6160057,4.5,517.0,https://lh5.googleusercontent.com/p/AF1QipN_N4ORYkkAJ3nq4_sYqPZ_VSU09uqtD6KsylOa=w800-h500-k-no,https://lh5.googleusercontent.com/p/AF1QipN_N4ORYkkAJ3nq4_sYqPZ_VSU09uqtD6KsylOa=w1600-h1000-k-no
469,Pantai Jasri,Tourist attraction,-8.4793541,115.62190759999999,4.4,164.0,https://lh5.googleusercontent.com/p/AF1QipMvzeX2pGiyBAD9F4g7QVINUZu8PTaYgGEFGLAB=w800-h500-k-no,https://lh5.googleusercontent.com/p/AF1QipMvzeX2pGiyBAD9F4g7QVINUZu8PTaYgGEFGLAB=w1600-h1000-k-no
470,Pasar Endek Klungkung,Market,-8.537151199999998,115.40463759999999,4.5,2645.0,https://lh5.googleusercontent.com/p/AF1QipNUA6W9oUJ_zbc4OofoX95jHM7Jnx1NWOWMH58J=w800-h500-k-no,https://lh5.googleusercontent.com/p/AF1QipNUA6W9oUJ_zbc4OofoX95jHM7Jnx1NWOWMH58J=w1600-h1000-k-no
471,Taman Ujung,Tourist attraction,-8.4630811,115.6306692,4.7,3708.0,https://lh5.googleusercontent.com/p/AF1QipPKBbVd5HlT4arpHIsF1lwNSE9CS6y-vvE8B26p=w800-h500-k-no,https://lh5.googleusercontent.com/p/AF1QipPKBbVd5HlT4arpHIsF1lwNSE9CS6y-vvE8B26p=w1600-h1000-k-no
472,Warung Biker,Bar,-8.473885899999999,115.61714280000001,4.4,297.0,https://lh5.googleusercontent.com/p/AF1QipPmRy_Xo0VpzjTyFiLbbCL3pf4Xm8gc3gYAQQNY=w800-h500-k-no,https://lh5.googleusercontent.com/p/AF1QipPmRy_Xo0VpzjTyFiLbbCL3pf4Xm8gc3gYAQQNY=w1600-h1000-k-no
473,Bali Asli Restaurant,Balinese restaurant,-8.426592,115.6073992,4.5,360.0,https://lh5.googleusercontent.com/p/AF1QipMqNEY94ULjOdDvvhSQmKJMvxmadU-lwNfoy_42=w800-h500-k-no,https://lh5.googleusercontent.com/p/AF1QipMqNEY94ULjOdDvvhSQmKJMvxmadU-lwNfoy_42=w1600-h1000-k-no
474,Bukit Asah Desa Bugbug,Tourist attraction,-8.505564999999999,115.6105888,4.6,1605.0,https://lh5.googleusercontent.com/p/AF1QipOjVHllhiJatowZqrTt21kwxPNdjbQ4KHKvLx-T=w800-h500-k-no,https://lh5.googleusercontent.com/p/AF1QipOjVHllhiJatowZqrTt21kwxPNdjbQ4KHKvLx-T=w1600-h1000-k-no
475,New Queen Pub & Restaurant,Bar,-8.508258,115.5663467,4.5,137.0,https://lh5.googleusercontent.com/p/AF1QipPavbbq-7oAxrl3DCWqPp-hCEYbe-D-wwsqD44q=w800-h500-k-no,https://lh5.googleusercontent.com/p/AF1QipPavbbq-7oAxrl3DCWqPp-hCEYbe-D-wwsqD44q=w1600-h1000-k-no
476,Blue Lagoon Beach,Tourist attraction,-8.5297981,115.51330420000001,4.2,3293.0,https://lh5.googleusercontent.com/p/AF1QipMBPauAwDF1PRjegt7_509M9I4g8T4e8vdNCpfA=w800-h500-k-no,https://lh5.googleusercontent.com/p/AF1QipMBPauAwDF1PRjegt7_509M9I4g8T4e8vdNCpfA=w1600-h1000-k-no
477,Jemeluk Viewpoint,Tourist attraction,-8.3377335,115.6623717,4.5,312.0,https://lh5.googleusercontent.com/p/AF1QipO6eHyKpU5yU7mu4faRRXLgKLBdvqO3zNR6kOJJ=w800-h500-k-no,https://lh5.googleusercontent.com/p/AF1QipO6eHyKpU5yU7mu4faRRXLgKLBdvqO3zNR6kOJJ=w1600-h1000-k-no
478,Japanese Ship Wreck Point,Tourist attraction,-8.364651299999998,115.70065859999998,4.4,510.0,https://lh5.googleusercontent.com/p/AF1QipNd0Ir9W7fnMwYxGmllZEu51yYwPfV0yo1XfbWh=w800-h500-k-no,https://lh5.googleusercontent.com/p/AF1QipNd0Ir9W7fnMwYxGmllZEu51yYwPfV0yo1XfbWh=w1600-h1000-k-no
479,Villa Campuhan,Hotel,-8.4755142,115.6256712,4.5,85.0,//lh3.googleusercontent.com/proxy/Md4l2CjVw_03ByEP51RVhlQEoCkXodPvVt8Cs8KrpXr9yQ6ge7JFHdXXiK8-HQy8GuaHXrf2R40nsmBJvJVacYrVjc1I-mmH_K-PVK1dxJ32tK5g8ZD-Ef3ekyQzVED3RbInJS3s3uhSt7OtwRT5TQS6bJuDjA=w800-h500-k-no,//lh3.googleusercontent.com/proxy/Md4l2CjVw_03ByEP51RVhlQEoCkXodPvVt8Cs8KrpXr9yQ6ge7JFHdXXiK8-HQy8GuaHXrf2R40nsmBJvJVacYrVjc1I-mmH_K-PVK1dxJ32tK5g8ZD-Ef3ekyQzVED3RbInJS3s3uhSt7OtwRT5TQS6bJuDjA=w1600-h1000-k-no
480,Silayukti Temple,Tourist attraction,-8.531064,115.51311000000001,4.8,285.0,https://lh5.googleusercontent.com/p/AF1QipOnWmOBclAgG01dtTkiXu8p9EI2z7ksHKHYIKM3=w800-h500-k-no,https://lh5.googleusercontent.com/p/AF1QipOnWmOBclAgG01dtTkiXu8p9EI2z7ksHKHYIKM3=w1600-h1000-k-no
481,kayu pandake,Hiking area,-8.2996875,115.0814375,,,,
482,Ajik deddy,Hiking area,-8.3077284,115.0737534,5.0,1.0,https://lh5.googleusercontent.com/p/AF1QipMB_RN9OgAbhc9OHG_0kUHAkfwilwUn0Q0s5IMV=w800-h500-k-no,https://lh5.googleusercontent.com/p/AF1QipMB_RN9OgAbhc9OHG_0kUHAkfwilwUn0Q0s5IMV=w1600-h1000-k-no
483,Kebun merlyn,Hiking area,-8.2402,115.0494997,,,,
484,Banjar Anyar Rice Terrace (West Point),Hiking area,-8.187813,115.1075142,,,https://lh5.googleusercontent.com/p/AF1QipMrPxiGF7QQVoq6yMwHArjfOIhHv_cvjElFQkVy=w800-h500-k-no,https://lh5.googleusercontent.com/p/AF1QipMrPxiGF7QQVoq6yMwHArjfOIhHv_cvjElFQkVy=w1600-h1000-k-no
485,Tabog Hiking,Coffee shop,-8.2634793,115.0409818,5.0,4.0,https://lh5.googleusercontent.com/p/AF1QipNrOIxHXEwkJ78g1KZozuR4kJuBqIqURdv_dqT2=w800-h500-k-no,https://lh5.googleusercontent.com/p/AF1QipNrOIxHXEwkJ78g1KZozuR4kJuBqIqURdv_dqT2=w1600-h1000-k-no
486,Bali Waterfall Trekking,Hiking area,-8.1726922,115.10347970000001,5.0,11.0,https://lh5.googleusercontent.com/p/AF1QipPqlzxTWdwgPyS8GaPH5-MIAXN-UBHLVYG40Qxz=w800-h500-k-no,https://lh5.googleusercontent.com/p/AF1QipPqlzxTWdwgPyS8GaPH5-MIAXN-UBHLVYG40Qxz=w1600-h1000-k-no
487,Pondok,Hiking area,-8.20133,115.09470400000001,,,,
488,Mang Budi,Hiking area,-8.2363132,114.91608799999999,,,,
489,Kebun cengkeh pebantenan,Hiking area,-8.1673992,115.1207017,,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=KC6y94whUZKHZG-wAJTFNQ&cb_client=search.gws-prod.gps&w=800&h=500&yaw=163.68655&pitch=0&thumbfov=100,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=KC6y94whUZKHZG-wAJTFNQ&cb_client=search.gws-prod.gps&w=1600&h=1000&yaw=163.68655&pitch=0&thumbfov=100
490,Abian Kedokan,Hiking area,-8.162119800000001,115.16487820000002,,,,
491,Puncak Gunung Adeng,Hiking area,-8.322063,115.14193799999998,,,,
492,Kav Tanah Wakaf,Hiking area,-8.1340741,115.19415459999999,,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=1z4kVlrJMZXKp0rZ-ft-gQ&cb_client=search.gws-prod.gps&w=800&h=500&yaw=23.612589&pitch=0&thumbfov=100,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=1z4kVlrJMZXKp0rZ-ft-gQ&cb_client=search.gws-prod.gps&w=1600&h=1000&yaw=23.612589&pitch=0&thumbfov=100
493,Labuhan Kebo Waterfalls,Park,-8.259333900000001,115.0651152,4.7,31.0,https://lh5.googleusercontent.com/p/AF1QipMXInrbzW91UHXByitRZSZkB3MIFK8Fs4OcKI_0=w800-h500-k-no,https://lh5.googleusercontent.com/p/AF1QipMXInrbzW91UHXByitRZSZkB3MIFK8Fs4OcKI_0=w1600-h1000-k-no
494,Bingin,Hiking area,-8.1622076,115.1966182,,,,
495,Rice Terrace Munduk,Tourist attraction,-8.271337599999999,115.05722309999999,4.6,93.0,https://lh5.googleusercontent.com/p/AF1QipOAzuv84EIV4_wXP8D9mxp-iLWblftq1E7Z3PGA=w800-h500-k-no,https://lh5.googleusercontent.com/p/AF1QipOAzuv84EIV4_wXP8D9mxp-iLWblftq1E7Z3PGA=w1600-h1000-k-no
496,RUMAH HOUSE Dek Trisna,Hiking area,-8.241888900000001,114.8964662,,,,
497,Gubuk faf,Hiking area,-8.3876892,115.0647739,,,https://lh5.googleusercontent.com/p/AF1QipOHLB-YmqVeY3NqEwnziGvdWKmI428ZzDsHYpen=w800-h500-k-no,https://lh5.googleusercontent.com/p/AF1QipOHLB-YmqVeY3NqEwnziGvdWKmI428ZzDsHYpen=w1600-h1000-k-no
498,Basir home,Hiking area,-8.324169,114.96679099999999,,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=dKOGCoEdK52-b1iQdjzFtg&cb_client=search.gws-prod.gps&w=800&h=500&yaw=130.8449&pitch=0&thumbfov=100,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=dKOGCoEdK52-b1iQdjzFtg&cb_client=search.gws-prod.gps&w=1600&h=1000&yaw=130.8449&pitch=0&thumbfov=100
499,Mount Catur Trail Start,Hiking area,-8.2835678,115.1774655,4.8,17.0,https://lh5.googleusercontent.com/p/AF1QipMjyjQDn7IXGH8ygHBISsGll-34jRmqIJPxlTCx=w800-h500-k-no,https://lh5.googleusercontent.com/p/AF1QipMjyjQDn7IXGH8ygHBISsGll-34jRmqIJPxlTCx=w1600-h1000-k-no
500,Batu tikeh,Hiking area,-8.1996893,115.13089270000002,,,,
501,Tangis coffee garden,Hiking area,-8.363964999999999,114.9776695,,,,
502,Rumah pak sumber,Hiking area,-8.315907000000001,114.93705,,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=vOZegfRgClNUj55Gf3xItQ&cb_client=search.gws-prod.gps&w=800&h=500&yaw=256.24115&pitch=0&thumbfov=100,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=vOZegfRgClNUj55Gf3xItQ&cb_client=search.gws-prod.gps&w=1600&h=1000&yaw=256.24115&pitch=0&thumbfov=100
503,Munduk batu tumpeng,Hiking area,-8.365349,115.21644920000001,,,,
504,Kubu Kak Darti,Hiking area,-8.3749355,114.96321029999999,5.0,1.0,,
505,Information Centre,Hiking area,-8.380338,115.1458923,,,,
506,Campuhan Ridge Walk,Hiking area,-8.503617199999999,115.25470379999999,4.5,8338.0,https://lh5.googleusercontent.com/p/AF1QipNLNy_bQPFuEqd3C7Nde1TGPs6XYD5aGUFgjCK6=w800-h500-k-no,https://lh5.googleusercontent.com/p/AF1QipNLNy_bQPFuEqd3C7Nde1TGPs6XYD5aGUFgjCK6=w1600-h1000-k-no
507,Munduk Trekking Guide,Farm household tour,-8.267150099999999,115.0556325,5.0,13.0,https://lh5.googleusercontent.com/p/AF1QipPip0o2l8ESNGH-E_p8dPYl2O1C986SXOAatiGA=w800-h500-k-no,https://lh5.googleusercontent.com/p/AF1QipPip0o2l8ESNGH-E_p8dPYl2O1C986SXOAatiGA=w1600-h1000-k-no
508,Rumah pindekan,Hiking area,-8.1691235,115.16170190000001,,,https://lh5.googleusercontent.com/p/AF1QipOjll3pKUwXUxOh_Fhvt2qdZrRbBhu2PmsQtYgi=w800-h500-k-no,https://lh5.googleusercontent.com/p/AF1QipOjll3pKUwXUxOh_Fhvt2qdZrRbBhu2PmsQtYgi=w1600-h1000-k-no
509,Air Terjun Labuhan Kebo,Tourist attraction,-8.260326,115.0650595,4.8,21.0,https://lh5.googleusercontent.com/p/AF1QipN0luhGU2jI5zRZJZSINBMLDMeEjOfD8xlT70Sj=w800-h500-k-no,https://lh5.googleusercontent.com/p/AF1QipN0luhGU2jI5zRZJZSINBMLDMeEjOfD8xlT70Sj=w1600-h1000-k-no
510,BALI ADVENTURE CLIMBING : Rock Climbing | Camping | Trekking | Hot Spring | Off-road Adventure,Hiking area,-8.2092182,115.38221429999999,4.7,17.0,https://lh5.googleusercontent.com/p/AF1QipOj39Mg0mWKH5NflNqHGT75XjyVgKvLN8rkbEHN=w800-h500-k-no,https://lh5.googleusercontent.com/p/AF1QipOj39Mg0mWKH5NflNqHGT75XjyVgKvLN8rkbEHN=w1600-h1000-k-no
511,Tepi jurang keraguan,Hiking area,-8.338822500000001,115.08369779999998,,,,
512,Echon sumuan treking view alam dan sungai,Hiking area,-8.483236199999999,114.9774598,,,https://lh5.googleusercontent.com/p/AF1QipNCbTYaL8YQaeQ2qHWJanuZ4AQhxPTp7J_NYKRM=w800-h500-k-no,https://lh5.googleusercontent.com/p/AF1QipNCbTYaL8YQaeQ2qHWJanuZ4AQhxPTp7J_NYKRM=w1600-h1000-k-no
513,Parkir Area Pendakian Gunung Adeng,Hiking area,-8.332938,115.145563,5.0,1.0,https://lh5.googleusercontent.com/p/AF1QipOyGx6YAJMMlPPRcix_65_rkBPCH26o3kBI6OlK=w800-h500-k-no,https://lh5.googleusercontent.com/p/AF1QipOyGx6YAJMMlPPRcix_65_rkBPCH26o3kBI6OlK=w1600-h1000-k-no
514,Golden Valley Waterfalls,Tourist attraction,-8.2543204,115.07358390000002,4.5,135.0,https://lh5.googleusercontent.com/p/AF1QipMafwcI3wi0xCCpGUnSMzbhFXZNdx-a4nHdZ1bv=w800-h500-k-no,https://lh5.googleusercontent.com/p/AF1QipMafwcI3wi0xCCpGUnSMzbhFXZNdx-a4nHdZ1bv=w1600-h1000-k-no
515,Kajeng Rice Field,Hiking area,-8.5006232,115.2618325,4.5,246.0,https://lh5.googleusercontent.com/p/AF1QipMLzvuKhofQlqcgZ13iDR_tzVKOLqc2YOd6wpSw=w800-h500-k-no,https://lh5.googleusercontent.com/p/AF1QipNZvSxzHszMporJD3K5zGGPy9-fPPzcrcxR4zen=w1600-h1000-k-no
516,Bada Rice Terrace,National reserve,-8.2685022,115.0507176,4.3,51.0,https://lh5.googleusercontent.com/p/AF1QipPW_KcU3eKb6b6oO8riuk4VmSHLdoMh0PVA4KCL=w800-h500-k-no,https://lh5.googleusercontent.com/p/AF1QipPW_KcU3eKb6b6oO8riuk4VmSHLdoMh0PVA4KCL=w1600-h1000-k-no
517,Pondok Pak Sakha,Hiking area,-8.371343099999999,115.20849609999999,,,,
518,Satya Bali Trekking - mount batur trekking price,Travel agency,-8.5054027,115.2540382,5.0,4.0,https://lh5.googleusercontent.com/p/AF1QipMotn4nQVGMGj06r8V-W5HnumZSYkWQbxKrRlwS=w800-h500-k-no,https://lh5.googleusercontent.com/p/AF1QipMotn4nQVGMGj06r8V-W5HnumZSYkWQbxKrRlwS=w1600-h1000-k-no
